transaction_id,date,merchant_original,merchant_cleaned,category,amount,status,department,extraction_confidence,data_quality
TXN-00047,2024-12-09,Time Warner,Time Warner,Utilities - Internet,60.0,delivered,Finance,0.8999999999999999,Fair
TXN-00048,2024-01-24,McKinsey,Mckinsey,Professional Services,60000.0,paid,HR,0.8999999999999999,Fair
TXN-00049,2024-04-08,Starbucks,Starbucks,Meals & Entertainment,15.0,completed,Marketing,0.8999999999999999,Fair
TXN-00050,2024-03-18,Facebook Ads,Facebook Ads,Marketing - Digital,4000.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00051,2024-12-22,UPS,Ups,Shipping & Logistics,50.0,delivered,Operations,0.95,Good
TXN-00052,2024-05-21,Herman Miller,Herman Miller,Furniture - Fixed Asset,1200.0,completed,Marketing,0.95,Good
TXN-00053,2025-02-23,Apple,Apple,Hardware - Equipment,799.0,invoiced,Marketing,0.8999999999999999,Fair
TXN-00054,2024-02-27,IKEA,Ikea,Furniture - Fixed Asset,1200.0,paid,HR,0.95,Good
TXN-00055,2025-01-30,Delta Airlines,Delta Airlines,Travel - Airfare,280.0,paid,Sales,0.8799999999999999,Fair
TXN-00056,2024-09-12,AWS,Aws,Software - Cloud,2341.0,pending,Finance,0.8999999999999999,Fair
TXN-00057,2024-05-26,LinkedIn Ads,Linkedin Ads,Marketing - Digital,1000.0,paid,HR,0.8999999999999999,Fair
TXN-00058,2024-05-17,Southwest Airlines,Southwest Airlines,Travel - Airfare,650.0,invoiced,Operations,0.8999999999999999,Fair
TXN-00059,2024-06-12,Staples,Staples,Office Supplies,150.0,completed,Marketing,0.95,Good
TXN-00060,2025-02-15,Slack,Slack,Software - SaaS,299.0,invoiced,Operations,0.8999999999999999,Fair
TXN-00061,2024-03-06,Steelcase,Steelcase,Furniture - Fixed Asset,1000.0,delivered,Finance,0.8999999999999999,Fair
TXN-00062,2024-10-28,United Airlines,United Airlines,Travel - Airfare,850.0,invoiced,Operations,0.95,Good
TXN-00063,2025-03-27,IKEA,Ikea,Furniture - Fixed Asset,300.0,paid,HR,0.8999999999999999,Fair
TXN-00064,2024-03-08,Google Cloud,Google Cloud,Software - Cloud,950.0,pending,Finance,0.8999999999999999,Fair
TXN-00065,2024-08-18,Hilton Hotels,Hilton Hotels,Travel - Lodging,700.0,completed,Operations,0.95,Good
TXN-00066,2024-03-31,Dell,Dell,Hardware - Equipment,500.0,invoiced,Operations,0.95,Good
TXN-00067,2024-09-09,Deloitte,Deloitte,Professional Services,10000.0,delivered,Finance,0.95,Good
TXN-00068,2025-01-22,Verizon,Verizon,Utilities - Telecom,100.0,completed,HR,0.8999999999999999,Fair
TXN-00069,2025-01-20,Airbnb,Airbnb,Travel - Lodging,80.0,invoiced,Operations,0.95,Good
TXN-00070,2024-03-11,Steelcase,Steelcase,Furniture - Fixed Asset,2500.0,pending,Engineering,0.95,Good
TXN-00071,2024-10-04,Xero,Xero,Accounting Software,99.0,completed,Finance,0.95,Good
TXN-00072,2024-09-16,Google Cloud,Google Cloud,Software - Cloud,950.0,paid,Operations,0.8999999999999999,Fair
TXN-00073,2024-11-21,United Airlines,United Airlines,Travel - Airfare,250.0,pending,Engineering,0.8999999999999999,Fair
TXN-00074,2024-07-11,American Airlines,American Airlines,Travel - Airfare,300.0,delivered,Operations,0.95,Good
TXN-00075,2024-01-04,Restaurants.com,Restaurants.Com,Meals & Entertainment,80.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00076,2024-10-19,Staples,Staples,Office Supplies,150.0,paid,Marketing,0.8999999999999999,Fair
TXN-00077,2025-03-12,Google Ads,Google Ads,Marketing - Digital,5000.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00078,2025-01-06,AWS,Aws,Software - Cloud,2341.0,paid,Sales,0.95,Good
TXN-00079,2025-03-03,LinkedIn Ads,Linkedin Ads,Marketing - Digital,2500.0,paid,Finance,0.9299999999999999,Good
TXN-00080,2024-12-09,GitHub,Github,Software - Development,500.0,paid,Operations,0.8999999999999999,Fair
TXN-00081,2024-11-09,QuickBooks,Quickbooks,Accounting Software,120.0,pending,Engineering,0.8999999999999999,Fair
TXN-00082,2024-02-28,Deloitte,Deloitte,Professional Services,25000.0,pending,Sales,0.8999999999999999,Fair
TXN-00083,2024-02-03,Zoom,Zoom,Software - SaaS,599.0,completed,Sales,0.95,Good
TXN-00084,2024-05-03,Staples,Staples,Office Supplies,50.0,invoiced,Marketing,0.8999999999999999,Fair
TXN-00085,2024-09-29,Lyft,Lyft,Travel - Ground,12.0,invoiced,Finance,0.95,Good
TXN-00086,2024-07-28,Restaurants.com,Restaurants.Com,Meals & Entertainment,150.0,pending,Operations,0.95,Good
TXN-00087,2025-02-06,Uber,Uber,Travel - Ground,15.0,paid,Engineering,0.8999999999999999,Fair
TXN-00088,2024-08-29,McKinsey,Mckinsey,Professional Services,6000.0,paid,Engineering,0.8999999999999999,Fair
TXN-00089,2025-02-09,Airbnb,Airbnb,Travel - Lodging,150.0,paid,Marketing,0.95,Good
TXN-00090,2024-11-26,Hilton Hotels,Hilton Hotels,Travel - Lodging,400.0,completed,Engineering,0.8999999999999999,Fair
TXN-00091,2024-09-18,Restaurants.com,Restaurants.Com,Meals & Entertainment,150.0,pending,Finance,0.95,Good
TXN-00092,2024-08-31,QuickBooks,Quickbooks,Accounting Software,120.0,invoiced,Sales,0.95,Good
TXN-00093,2024-09-14,Twilio,Twilio,Software - Communications,50.0,delivered,Finance,0.9299999999999999,Good
TXN-00094,2024-02-18,Google Ads,Google Ads,Marketing - Digital,5000.0,paid,Engineering,0.8999999999999999,Fair
TXN-00095,2024-12-14,datadog,Datadog,Software - Monitoring,1500.0,completed,Operations,0.95,Good
TXN-00096,2024-12-21,United Airlines,United Airlines,Travel - Airfare,450.0,paid,Operations,0.8799999999999999,Fair
TXN-00097,2024-02-21,DHL,Dhl,Shipping & Logistics,60.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00098,2025-03-21,HubSpot,Hubspot,Marketing - Software,50.0,invoiced,HR,0.8999999999999999,Fair
TXN-00099,2024-09-18,Office Depot,Office Depot,Office Supplies,200.0,paid,Marketing,0.95,Good
TXN-00100,2025-03-06,Delta Airlines,Delta Airlines,Travel - Airfare,900.0,paid,Operations,0.95,Good
TXN-00101,2024-12-05,Microsoft Azure,Microsoft Azure,Software - Cloud,1500.0,invoiced,Operations,0.95,Good
TXN-00102,2025-03-09,Lyft,Lyft,Travel - Ground,60.0,paid,Operations,0.8999999999999999,Fair
TXN-00103,2024-07-30,Google Ads,Google Ads,Marketing - Digital,500.0,delivered,Engineering,0.95,Good
TXN-00104,2024-06-29,Marriott Hotels,Marriott Hotels,Travel - Lodging,800.0,delivered,Finance,0.95,Good
TXN-00105,2025-01-17,Stripe,Stripe,Software - Payments,2500.0,invoiced,Operations,0.95,Good
TXN-00106,2024-09-01,Time Warner,Time Warner,Utilities - Internet,180.0,delivered,HR,0.95,Good
TXN-00107,2024-08-03,QuickBooks,Quickbooks,Accounting Software,300.0,completed,HR,0.95,Good
TXN-00108,2024-02-25,Amazon Business,Amazon Business,Office Supplies,250.0,delivered,Finance,0.8999999999999999,Fair
TXN-00109,2024-08-22,Southwest Airlines,Southwest Airlines,Travel - Airfare,650.0,delivered,Finance,0.8999999999999999,Fair
TXN-00110,2024-08-11,Dell,Dell,Hardware - Equipment,1200.0,paid,Finance,0.95,Good
TXN-00111,2024-12-16,UberEats,Ubereats,Meals & Entertainment,100.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00112,2024-07-12,HubSpot,Hubspot,Marketing - Software,50.0,completed,Marketing,0.8999999999999999,Fair
TXN-00113,2025-02-28,DoorDash,Doordash,Meals & Entertainment,50.0,paid,Operations,0.8999999999999999,Fair
TXN-00114,2024-02-09,Microsoft Azure,Microsoft Azure,Software - Cloud,300.0,paid,Operations,0.95,Good
TXN-00115,2024-02-01,Starbucks,Starbucks,Meals & Entertainment,5.0,invoiced,Finance,0.95,Good
TXN-00116,2024-05-26,Restaurants.com,Restaurants.Com,Meals & Entertainment,150.0,pending,Engineering,0.8999999999999999,Fair
TXN-00117,2025-03-28,Herman Miller,Herman Miller,Furniture - Fixed Asset,3000.0,paid,HR,0.8999999999999999,Fair
TXN-00118,2024-12-16,Dell,Dell,Hardware - Equipment,500.0,invoiced,Marketing,0.8999999999999999,Fair
TXN-00119,2024-07-24,GitHub,Github,Software - Development,231.0,completed,Operations,0.8799999999999999,Fair
TXN-00120,2024-11-27,American Airlines,American Airlines,Travel - Airfare,1500.0,completed,HR,0.95,Good
TXN-00121,2024-11-28,McKinsey,Mckinsey,Professional Services,6000.0,invoiced,Sales,0.95,Good
TXN-00122,2024-07-18,QuickBooks,Quickbooks,Accounting Software,600.0,delivered,Finance,0.8999999999999999,Fair
TXN-00123,2025-03-11,Marriott Hotels,Marriott Hotels,Travel - Lodging,800.0,pending,Marketing,0.8799999999999999,Fair
TXN-00124,2024-05-22,American Airlines,American Airlines,Travel - Airfare,950.0,paid,Engineering,0.95,Good
TXN-00125,2024-08-26,LinkedIn Ads,Linkedin Ads,Marketing - Digital,5000.0,delivered,Marketing,0.95,Good
TXN-00126,2024-08-28,American Airlines,American Airlines,Travel - Airfare,550.0,paid,Operations,0.8999999999999999,Fair
TXN-00127,2025-02-20,Starbucks,Starbucks,Meals & Entertainment,15.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00128,2024-04-06,Grubhub,Grubhub,Meals & Entertainment,50.0,delivered,HR,0.95,Good
TXN-00129,2024-07-09,Slack,Slack,Software - SaaS,125.0,paid,Sales,0.8999999999999999,Fair
TXN-00130,2024-08-22,Staples,Staples,Office Supplies,500.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00131,2024-01-20,Airbnb,Airbnb,Travel - Lodging,300.0,completed,Marketing,0.8999999999999999,Fair
TXN-00132,2024-07-20,Starbucks,Starbucks,Meals & Entertainment,5.0,pending,HR,0.8999999999999999,Fair
TXN-00133,2024-04-24,DoorDash,Doordash,Meals & Entertainment,50.0,paid,Sales,0.95,Good
TXN-00134,2025-03-01,GitHub,Github,Software - Development,500.0,pending,Finance,0.8999999999999999,Fair
TXN-00135,2024-10-12,Deloitte,Deloitte,Professional Services,50000.0,paid,Marketing,0.8999999999999999,Fair
TXN-00136,2024-05-19,Grubhub,Grubhub,Meals & Entertainment,180.0,delivered,Operations,0.95,Good
TXN-00137,2024-05-31,FedEx,Fedex,Shipping & Logistics,45.0,delivered,Finance,0.8999999999999999,Fair
TXN-00138,2024-10-09,Google Cloud,Google Cloud,Software - Cloud,1850.0,completed,Marketing,0.95,Good
TXN-00139,2024-08-02,Accenture,Accenture,Professional Services,7000.0,pending,Sales,0.8999999999999999,Fair
TXN-00140,2025-02-25,IKEA,Ikea,Furniture - Fixed Asset,100.0,completed,Sales,0.95,Good
TXN-00141,2024-11-06,AWS,Aws,Software - Cloud,2341.0,pending,HR,0.8999999999999999,Fair
TXN-00142,2024-07-21,LinkedIn Ads,Linkedin Ads,Marketing - Digital,2500.0,completed,Sales,0.8999999999999999,Fair
TXN-00143,2024-06-19,Zoom,Zoom,Software - SaaS,299.0,invoiced,HR,0.8999999999999999,Fair
TXN-00144,2024-04-12,FedEx,Fedex,Shipping & Logistics,300.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00145,2024-04-03,Accenture Inc,Accenture Inc,Professional Services,3000.0,invoiced,Finance,0.8799999999999999,Fair
TXN-00146,2024-09-26,Restaurants.com,Restaurants.Com,Meals & Entertainment,80.0,delivered,Sales,0.95,Good
TXN-00147,2024-06-08,Facebook Ads,Facebook Ads,Marketing - Digital,4000.0,invoiced,Operations,0.8999999999999999,Fair
TXN-00148,2024-02-22,Steelcase,Steelcase,Furniture - Fixed Asset,2500.0,completed,Marketing,0.95,Good
TXN-00149,2024-08-27,Slack,Slack,Software - SaaS,299.0,pending,Engineering,0.95,Good
TXN-00150,2024-12-30,Southwest Airlines,Southwest Airlines,Travel - Airfare,1000.0,pending,Marketing,0.95,Good
TXN-00151,2024-06-12,Hilton Hotels Inc,Hilton Hotels Inc,Travel - Lodging,220.0,completed,Sales,0.95,Good
TXN-00152,2024-01-21,Lenovo,Lenovo,Hardware - Equipment,400.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00153,2024-03-23,HubSpot,Hubspot,Marketing - Software,1200.0,paid,HR,0.8999999999999999,Fair
TXN-00154,2024-08-30,Airbnb,Airbnb,Travel - Lodging,600.0,paid,Finance,0.8999999999999999,Fair
TXN-00155,2024-07-11,LinkedIn Ads,Linkedin Ads,Marketing - Digital,1000.0,paid,Engineering,0.8999999999999999,Fair
TXN-00156,2024-08-30,DHL,Dhl,Shipping & Logistics,30.0,invoiced,Operations,0.8999999999999999,Fair
TXN-00157,2024-07-25,LinkedIn Ads,Linkedin Ads,Marketing - Digital,5000.0,invoiced,Marketing,0.8999999999999999,Fair
TXN-00158,2024-08-13,Airbnb,Airbnb,Travel - Lodging,150.0,pending,Finance,0.95,Good
TXN-00159,2024-10-14,Best Buy,Best Buy,Hardware - Equipment,100.0,paid,HR,0.8999999999999999,Fair
TXN-00160,2024-02-16,Zoom,Zoom,Software - SaaS,299.0,completed,Engineering,0.8999999999999999,Fair
TXN-00161,2025-03-24,LawDepot Inc,Lawdepot Inc,Legal Services,1000.0,paid,Operations,0.8999999999999999,Fair
TXN-00162,2024-12-06,QuickBooks,Quickbooks,Accounting Software,600.0,paid,Engineering,0.8999999999999999,Fair
TXN-00163,2025-03-06,Salesforce,Salesforce,Software - SaaS,1200.0,delivered,HR,0.8799999999999999,Fair
TXN-00164,2024-06-07,Chipotle,Chipotle,Meals & Entertainment,20.0,paid,HR,0.8999999999999999,Fair
TXN-00165,2024-01-24,Uber,Uber,Travel - Ground,65.0,paid,Sales,0.8999999999999999,Fair
TXN-00166,2024-11-06,DHL,Dhl,Shipping & Logistics,60.0,paid,Engineering,0.8999999999999999,Fair
TXN-00167,2024-07-29,DHL,Dhl,Shipping & Logistics,60.0,delivered,Sales,0.8799999999999999,Fair
TXN-00168,2025-03-17,Herman Miller,Herman Miller,Furniture - Fixed Asset,1200.0,pending,Operations,0.8799999999999999,Fair
TXN-00169,2024-07-07,Amazon Business,Amazon Business,Office Supplies,100.0,pending,Marketing,0.95,Good
TXN-00170,2024-02-11,Amazon Business,Amazon Business,Office Supplies,500.0,invoiced,Sales,0.95,Good
TXN-00171,2024-09-14,Slack,Slack,Software - SaaS,125.0,completed,Finance,0.95,Good
TXN-00172,2024-10-03,American Airlines,American Airlines,Travel - Airfare,550.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00173,2024-05-17,Hilton Hotels,Hilton Hotels,Travel - Lodging,220.0,completed,Engineering,0.8999999999999999,Fair
TXN-00174,2024-07-23,GitHub,Github,Software - Development,500.0,completed,Sales,0.8799999999999999,Fair
TXN-00175,2024-02-11,Starbucks,Starbucks,Meals & Entertainment,10.0,paid,HR,0.8999999999999999,Fair
TXN-00176,2024-11-28,Steelcase,Steelcase,Furniture - Fixed Asset,1000.0,paid,HR,0.95,Good
TXN-00177,2024-04-13,FedEx,Fedex,Shipping & Logistics,45.0,pending,Operations,0.95,Good
TXN-00178,2024-09-05,Microsoft Azure,Microsoft Azure,Software - Cloud,1500.0,paid,HR,0.9299999999999999,Good
TXN-00179,2024-05-10,Xero,Xero,Accounting Software,99.0,delivered,Marketing,0.95,Good
TXN-00180,2024-05-28,stripe,Stripe,Software - Payments,1250.0,delivered,Operations,0.8999999999999999,Fair
TXN-00181,2024-12-03,Microsoft Azure,Microsoft Azure,Software - Cloud,3000.0,invoiced,Sales,0.95,Good
TXN-00182,2024-08-28,Slack,Slack,Software - SaaS,199.0,completed,Engineering,0.8999999999999999,Fair
TXN-00183,2024-09-18,GitHub,Github,Software - Development,500.0,pending,Marketing,0.8999999999999999,Fair
TXN-00184,2024-06-03,Twilio,Twilio,Software - Communications,50.0,completed,Finance,0.8999999999999999,Fair
TXN-00185,2024-06-26,UberEats,Ubereats,Meals & Entertainment,100.0,pending,Operations,0.95,Good
TXN-00186,2024-07-24,HubSpot,Hubspot,Marketing - Software,1200.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00187,2024-07-18,Datadog,Datadog,Software - Monitoring,800.0,pending,Engineering,0.8799999999999999,Fair
TXN-00188,2024-09-07,Delta Airlines,Delta Airlines,Travel - Airfare,1400.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00189,2024-11-30,UberEats,Ubereats,Meals & Entertainment,100.0,delivered,Engineering,0.8999999999999999,Fair
TXN-00190,2024-05-29,Office Depot,Office Depot,Office Supplies,75.0,invoiced,HR,0.95,Good
TXN-00191,2024-12-23,Chipotle,Chipotle,Meals & Entertainment,25.0,delivered,Engineering,0.9299999999999999,Good
TXN-00192,2024-12-14,Accenture,Accenture,Professional Services,3000.0,completed,Operations,0.8999999999999999,Fair
TXN-00193,2024-02-26,Slack,Slack,Software - SaaS,299.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00194,2024-07-08,American Airlines,American Airlines,Travel - Airfare,300.0,delivered,HR,0.8799999999999999,Fair
TXN-00195,2024-10-08,Airbnb,Airbnb,Travel - Lodging,80.0,invoiced,Finance,0.8999999999999999,Fair
TXN-00196,2024-01-25,Apple,Apple,Hardware - Equipment,1200.0,pending,Marketing,0.8999999999999999,Fair
TXN-00197,2024-06-13,Office Depot,Office Depot,Office Supplies,200.0,invoiced,Sales,0.8799999999999999,Fair
TXN-00198,2024-11-01,Lyft,Lyft,Travel - Ground,60.0,paid,Engineering,0.8999999999999999,Fair
TXN-00199,2024-04-22,DHL,Dhl,Shipping & Logistics,150.0,pending,HR,0.8999999999999999,Fair
TXN-00200,2024-02-06,Herman Miller,Herman Miller,Furniture - Fixed Asset,1200.0,delivered,Engineering,0.8999999999999999,Fair
TXN-00201,2024-07-14,GitHub,Github,Software - Development,500.0,paid,Sales,0.8999999999999999,Fair
TXN-00202,2024-04-07,Herman Miller,Herman Miller,Furniture - Fixed Asset,1500.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00203,2024-11-27,Amazon,Amazon,Hardware - Equipment,99.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00204,2024-04-15,UberEats,Ubereats,Meals & Entertainment,45.0,pending,Marketing,0.8999999999999999,Fair
TXN-00205,2024-05-11,UberEats,Ubereats,Meals & Entertainment,20.0,pending,Finance,0.95,Good
TXN-00206,2024-11-05,Verizon,Verizon,Utilities - Telecom,350.0,delivered,Operations,0.8999999999999999,Fair
TXN-00207,2024-03-22,AT&T,At&T,Utilities - Telecom,300.0,pending,Finance,0.8999999999999999,Fair
TXN-00208,2024-08-12,Amazon Business,Amazon Business,Office Supplies,250.0,pending,Operations,0.95,Good
TXN-00209,2024-04-08,Staples,Staples,Office Supplies,50.0,delivered,Engineering,0.95,Good
TXN-00210,2024-12-01,Time Warner,Time Warner,Utilities - Internet,100.0,pending,Sales,0.8999999999999999,Fair
TXN-00211,2024-01-24,Slack,Slack,Software - SaaS,299.0,pending,Marketing,0.95,Good
TXN-00212,2025-02-03,Google Ads,Google Ads,Marketing - Digital,2500.0,paid,HR,0.8999999999999999,Fair
TXN-00213,2024-04-13,Apple,Apple,Hardware - Equipment,1200.0,delivered,Finance,0.8999999999999999,Fair
TXN-00214,2025-01-03,QuickBooks,Quickbooks,Accounting Software,600.0,delivered,Marketing,0.8999999999999999,Fair
TXN-00215,2024-12-02,Google Cloud,Google Cloud,Software - Cloud,4000.0,completed,Marketing,0.95,Good
TXN-00216,2025-01-21,DoorDash,Doordash,Meals & Entertainment,50.0,delivered,Engineering,0.95,Good
TXN-00217,2024-07-30,Microsoft Azure,Microsoft Azure,Software - Cloud,300.0,pending,Operations,0.8999999999999999,Fair
TXN-00218,2024-10-15,Salesforce,Salesforce,Software - SaaS,600.0,delivered,Finance,0.8799999999999999,Fair
TXN-00219,2024-06-30,Comcast,Comcast,Utilities - Internet,200.0,pending,Operations,0.8999999999999999,Fair
TXN-00220,2024-02-18,LinkedIn Ads,Linkedin Ads,Marketing - Digital,2500.0,delivered,Engineering,0.95,Good
TXN-00221,2024-10-23,DoorDash,Doordash,Meals & Entertainment,100.0,pending,Marketing,0.95,Good
TXN-00222,2024-03-31,LinkedIn Ads,Linkedin Ads,Marketing - Digital,1000.0,completed,Finance,0.8999999999999999,Fair
TXN-00223,2024-04-06,Herman Miller,Herman Miller,Furniture - Fixed Asset,1200.0,invoiced,Sales,0.95,Good
TXN-00224,2024-09-13,Deloitte,Deloitte,Professional Services,25000.0,paid,Marketing,0.8999999999999999,Fair
TXN-00225,2024-02-16,LinkedIn Ads,Linkedin Ads,Marketing - Digital,5000.0,completed,Marketing,0.8999999999999999,Fair
TXN-00226,2024-11-01,Staples,Staples,Office Supplies,500.0,pending,Finance,0.8999999999999999,Fair
TXN-00227,2024-06-03,Microsoft Azure,Microsoft Azure,Software - Cloud,1500.0,delivered,Operations,0.8999999999999999,Fair
TXN-00228,2024-09-09,Herman Miller,Herman Miller,Furniture - Fixed Asset,800.0,invoiced,Marketing,0.8999999999999999,Fair
TXN-00229,2024-11-11,Best Buy,Best Buy,Hardware - Equipment,500.0,invoiced,Sales,0.8999999999999999,Fair
TXN-00230,2025-02-24,Hilton Hotels,Hilton Hotels,Travel - Lodging,120.0,completed,Operations,0.95,Good
TXN-00231,2024-02-09,LawDepot,Lawdepot,Legal Services,200.0,invoiced,Engineering,0.8999999999999999,Fair
TXN-00232,2024-07-28,Verizon,Verizon,Utilities - Telecom,350.0,pending,Marketing,0.8999999999999999,Fair
TXN-00233,2025-01-10,Twilio,Twilio,Software - Communications,200.0,paid,Sales,0.8999999999999999,Fair
TXN-00234,2025-01-21,FedEx,Fedex,Shipping & Logistics,300.0,delivered,Finance,0.8999999999999999,Fair
TXN-00235,2024-07-02,Datadog,Datadog,Software - Monitoring,3000.0,pending,Finance,0.8999999999999999,Fair
TXN-00236,2024-07-06,Deloitte,Deloitte,Professional Services,25000.0,pending,Operations,0.8999999999999999,Fair
TXN-00237,2025-01-07,Herman Miller,Herman Miller,Furniture - Fixed Asset,1500.0,invoiced,Operations,0.95,Good
TXN-00238,2024-12-27,Office Depot,Office Depot,Office Supplies,200.0,completed,Operations,0.8799999999999999,Fair
